id,pid,ms_subclass,ms_zoning,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,exter_qual,exter_cond,foundation,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
37,528108120,60,RL,12858,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1627,707,0,2334,2,1,3,1,Ex,10,Typ,1,Y,144,133,0,0,0,0,0,1,2010,New,376162
146,535175070,20,RL,9300,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,MetalSd,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,1264,0,0,1264,1,0,3,1,TA,6,Typ,2,Y,0,0,0,0,143,0,0,4,2010,WD ,167500
809,906226080,90,RL,7018,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,SBrkr,1224,0,0,1224,0,2,2,2,TA,6,Typ,2,Y,120,0,0,0,0,0,0,6,2009,WD ,153337
767,904351200,70,RH,6629,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,GasA,TA,N,SBrkr,697,672,0,1369,2,0,3,1,TA,6,Typ,0,Y,147,0,0,0,0,0,0,7,2009,WD ,103600
262,907200340,20,RL,10650,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,894,0,0,894,1,0,3,1,TA,5,Typ,0,Y,365,0,0,0,0,0,0,2,2010,WD ,128200
101,533221090,160,FV,2117,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,769,804,0,1573,2,1,3,1,Gd,5,Typ,0,Y,0,32,0,0,0,0,0,6,2010,WD ,177500
48,528176070,60,RL,13650,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1687,563,0,2250,2,1,3,1,Gd,7,Typ,1,Y,238,130,0,0,0,0,0,6,2010,WD ,320000
489,528290180,60,RL,8433,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,819,695,0,1514,2,1,3,1,TA,7,Typ,1,Y,0,72,0,0,0,0,0,6,2009,WD ,190000
2369,527451200,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,GasA,TA,Y,SBrkr,672,546,0,1218,1,1,3,1,TA,7,Typ,0,N,201,0,0,0,0,0,0,4,2006,WD ,91500
707,902202150,190,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,FuseA,811,576,0,1387,2,0,3,2,Gd,7,Typ,0,Y,0,0,0,0,0,0,0,11,2009,WD ,93000
1556,911102170,70,C (all),8500,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,TA,Fa,BrkTil,GasA,TA,N,SBrkr,649,668,0,1317,1,0,3,1,TA,6,Typ,0,N,0,54,172,0,0,0,0,7,2008,WD ,40000
2034,903454010,70,RM,6882,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,GasA,TA,Y,SBrkr,773,582,0,1355,1,1,3,1,Gd,7,Typ,0,Y,136,0,115,0,0,0,0,3,2007,WD ,127000
308,911204100,30,C (all),8712,Grvl,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1896,1950,Hip,CompShg,Wd Sdng,Wd Sdng,Fa,Fa,CBlock,GasA,Gd,Y,SBrkr,952,0,0,952,1,0,3,1,TA,5,Typ,0,N,0,0,265,0,0,0,0,6,2010,WD ,50138
2176,908152070,20,RL,7917,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1976,1976,Hip,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,GasA,TA,Y,SBrkr,1113,0,0,1113,1,1,3,1,TA,6,Typ,1,Y,370,30,0,0,0,0,0,5,2007,WD ,148000
1549,910203020,30,RM,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,1940,1955,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Ex,Y,SBrkr,778,0,0,778,1,0,2,1,TA,4,Typ,1,Y,0,25,0,0,0,0,0,2,2008,WD ,120500
909,909178160,50,RL,9900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,GasA,TA,Y,SBrkr,944,545,0,1489,2,0,3,1,TA,7,Typ,1,Y,335,0,0,0,0,0,0,7,2009,WD ,139500
892,908154040,20,RL,13286,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1698,0,0,1698,2,0,3,1,Ex,8,Typ,1,Y,327,64,0,0,0,0,0,2,2009,WD ,320000
2045,904100100,70,RL,12888,Pave,Reg,Bnk,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,7,8,1937,1980,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,CBlock,GasA,TA,Y,SBrkr,1262,1005,0,2267,1,1,3,1,TA,7,Typ,2,Y,521,0,0,0,0,0,0,4,2007,WD ,219000
2927,923276100,20,RL,8885,Pave,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,902,0,0,902,1,0,2,1,TA,5,Typ,0,Y,164,0,0,0,0,0,0,6,2006,WD ,131000
1732,528221030,60,RL,8857,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,738,757,0,1495,2,1,3,1,Gd,7,Typ,1,Y,100,30,0,0,0,0,0,3,2007,New,171925
998,527107090,20,RL,14137,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Gd,Y,SBrkr,1384,0,0,1384,2,0,3,1,Gd,7,Typ,0,Y,0,39,0,0,0,0,0,11,2008,WD ,177900
2203,909252170,70,RL,6720,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,7,1921,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,GasA,TA,N,SBrkr,851,585,0,1436,1,0,3,1,TA,7,Typ,1,Y,184,0,0,0,0,0,0,4,2007,CWD,141500
356,527162120,60,RL,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Gd,Y,SBrkr,952,684,0,1636,2,1,3,1,TA,7,Typ,1,Y,0,84,0,0,0,0,0,10,2009,WD ,191000
2475,531375100,20,RL,13072,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,1158,0,0,1158,1,1,3,1,Gd,5,Typ,0,Y,0,50,0,0,0,0,0,5,2006,New,158000
2264,916386170,20,RL,10656,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1646,0,0,1646,2,0,3,1,Gd,6,Typ,1,Y,192,80,0,0,0,0,0,11,2007,New,248900
2201,909252010,50,RL,7200,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,981,787,0,1768,1,1,3,1,Gd,7,Typ,2,Y,0,0,264,0,0,0,0,6,2007,WD ,175000
2545,534400120,190,RL,8800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,Norm,2fmCon,1Story,6,7,1965,2000,Hip,CompShg,BrkFace,VinylSd,TA,Gd,PConc,GasA,Ex,Y,SBrkr,1565,0,0,1565,2,0,3,1,Gd,7,Min1,2,Y,200,25,211,0,0,0,460,6,2006,WD ,185900
2660,902325050,75,RM,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,1914,1970,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasW,Fa,N,SBrkr,880,888,0,1768,1,1,2,1,TA,6,Typ,2,N,0,341,0,0,0,0,0,10,2006,WD ,163000
2882,911175440,190,C (all),9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,CompShg,WdShing,Wd Shng,Fa,Fa,CBlock,GasA,TA,N,SBrkr,1060,336,0,1396,2,0,4,2,TA,8,Min2,0,Y,0,0,0,0,0,0,0,10,2006,WD ,115000
1379,905103030,80,RL,13014,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,TA,Y,SBrkr,1096,0,0,1096,1,0,3,1,TA,6,Typ,1,Y,168,0,0,0,0,0,0,12,2008,WD ,157500
491,528292030,60,RL,15896,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1223,1089,0,2312,2,1,4,1,Gd,8,Typ,1,Y,298,0,0,0,0,0,0,5,2009,WD ,245000
1002,527140090,120,RL,5395,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Gd,Y,SBrkr,1337,0,0,1337,2,0,2,1,Gd,5,Typ,1,Y,96,0,70,168,0,0,0,10,2008,WD ,180000
1848,533223050,160,FV,5105,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,551,551,0,1102,2,1,2,1,Gd,4,Typ,0,Y,0,60,0,0,0,0,0,3,2007,WD ,148800
1455,907251090,60,RL,9473,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1128,903,0,2031,2,1,3,1,Gd,7,Typ,1,Y,0,211,0,0,0,0,0,3,2008,WD ,237000
908,909175080,30,RL,8400,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,N,FuseF,438,0,0,438,1,0,1,1,Fa,3,Typ,0,N,0,0,0,0,0,0,0,1,2009,WD ,60000
1490,908103260,85,RL,12102,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1033,0,0,1033,1,0,3,1,TA,6,Typ,0,Y,224,0,0,0,0,0,0,4,2008,WD ,165000
1465,907262060,60,RL,10905,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1129,1198,0,2327,2,1,4,1,Gd,9,Typ,1,Y,0,57,0,0,0,0,0,8,2008,WD ,240000
1627,527163080,20,RL,9556,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1992,1993,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,GasA,Gd,Y,SBrkr,1187,0,0,1187,2,0,3,1,Gd,6,Typ,0,Y,0,21,0,0,0,0,0,8,2007,WD ,160000
2849,909201180,190,RH,6430,Pave,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Feedr,Norm,2fmCon,1.5Fin,6,6,1945,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,N,FuseF,816,524,0,1340,1,0,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,7,2006,WD ,128000
1501,908201100,90,RL,6040,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,TA,TA,PConc,GasA,TA,N,FuseP,1152,0,0,1152,2,0,2,2,Fa,6,Typ,0,N,0,0,0,0,0,0,0,6,2008,WD ,82000
626,535125070,20,RL,14695,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1966,2008,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,GasA,Gd,Y,SBrkr,1567,0,0,1567,2,0,2,1,Gd,5,Typ,2,Y,0,110,0,0,342,0,0,7,2009,WD ,256000
722,902401130,70,RM,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1920,1988,Hip,CompShg,VinylSd,VinylSd,TA,Gd,PConc,GasA,Ex,Y,SBrkr,832,650,0,1482,1,0,3,1,TA,7,Typ,0,Y,0,0,0,0,0,0,0,7,2009,WD ,143000
2260,916384050,20,RL,8368,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1689,0,0,1689,2,0,3,1,Gd,7,Typ,0,Y,100,39,0,0,0,0,0,4,2007,New,231713
1639,527226040,190,RL,41600,Pave,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasW,TA,Y,SBrkr,1424,0,0,1424,1,1,3,1,TA,7,Mod,0,N,144,0,0,0,0,0,0,11,2007,WD ,155000
1603,923252100,20,RL,6490,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1983,1983,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,2,1,TA,4,Typ,0,Y,315,0,0,0,0,0,0,4,2008,WD ,128500
1520,909177120,30,RL,7290,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,TA,TA,BrkTil,GasA,Ex,Y,SBrkr,1424,0,0,1424,2,0,2,1,TA,7,Typ,1,Y,0,0,90,0,0,0,0,4,2008,WD ,168000
1665,527402240,60,RL,7472,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,9,1972,2004,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,SBrkr,725,754,0,1479,1,1,4,1,Gd,7,Typ,0,Y,0,32,0,0,0,0,0,6,2007,WD ,184000
2635,535478110,190,RL,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,SBrkr,1025,0,0,1025,1,0,3,1,TA,6,Typ,0,Y,96,80,0,0,0,0,0,3,2006,WD ,124000
581,534127130,20,RL,11717,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,1442,0,0,1442,2,0,2,1,TA,6,Typ,1,Y,371,0,0,0,0,0,0,2,2009,WD ,185000
2435,528240080,60,RL,11194,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1454,482,0,1936,2,1,3,1,Gd,7,Typ,1,Y,188,124,0,0,0,0,0,11,2006,WD ,230500
2799,907285010,60,RL,11250,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,1070,869,0,1939,2,1,3,1,Gd,8,Typ,1,Y,128,84,0,0,0,0,0,5,2006,WD ,227000
883,907414080,60,RL,8633,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,738,738,0,1476,2,1,3,1,Gd,7,Typ,0,Y,100,35,0,0,0,0,0,2,2009,WD ,173500
2537,534201300,85,RL,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Gd,Y,SBrkr,898,0,0,898,1,0,3,1,TA,6,Typ,0,Y,143,0,0,0,0,0,0,8,2006,WD ,140000
1120,528439010,20,RL,10037,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1460,0,0,1460,2,0,3,1,Gd,6,Typ,1,Y,0,20,0,0,0,0,0,8,2008,WD ,247000
774,905107310,85,RL,8014,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,1034,0,0,1034,1,0,3,1,TA,5,Typ,1,Y,0,0,0,0,0,0,0,6,2009,WD ,149900
1447,907202010,20,RL,12250,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1174,0,0,1174,1,0,3,1,TA,5,Typ,0,Y,211,0,280,0,0,0,0,5,2008,WD ,158000
104,533223100,160,FV,2403,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,530,550,0,1080,2,1,2,1,Gd,4,Typ,0,Y,0,50,0,0,0,0,0,6,2010,WD ,147110
2694,903454080,50,RM,8600,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,GasA,TA,Y,SBrkr,780,596,0,1376,2,0,3,1,TA,7,Typ,1,N,0,0,0,0,0,0,0,6,2006,WD ,119500
920,909275080,50,RL,13680,Pave,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,SBrkr,840,727,0,1567,1,1,2,1,TA,6,Min2,2,Y,0,21,150,0,0,0,0,2,2009,WD ,205000
1951,535379110,70,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,9,1895,1999,Gable,CompShg,Wd Sdng,HdBoard,TA,Gd,CBlock,GasA,Ex,Y,SBrkr,751,783,0,1534,1,1,3,1,Gd,6,Typ,0,N,0,112,0,0,0,0,0,7,2007,WD ,148000
9,527146030,120,RL,5389,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1616,0,0,1616,2,0,2,1,Gd,5,Typ,1,Y,237,152,0,0,0,0,0,3,2010,WD ,236500
2848,909176180,50,RL,10890,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,GasA,TA,Y,SBrkr,1058,493,0,1551,2,0,3,1,Fa,6,Typ,0,Y,0,0,0,0,0,0,0,7,2006,WD ,137000
614,534431130,20,RL,9768,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1955,1955,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Gd,Y,SBrkr,960,0,0,960,1,0,2,1,TA,5,Typ,0,Y,0,70,0,0,0,0,0,2,2009,WD ,122000
1736,528222030,20,RL,8993,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1302,0,0,1302,2,0,3,1,Gd,6,Typ,0,Y,0,22,0,0,0,0,0,8,2007,New,176485
2686,903400030,30,RL,11672,Pave,IR2,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,GasA,TA,Y,FuseA,816,0,0,816,1,0,2,1,TA,4,Typ,0,N,168,0,112,0,0,0,0,7,2006,WD ,109000
2257,916253320,120,RM,9763,Pave,IR1,Lvl,AllPub,Inside,Gtl,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1502,0,0,1502,1,1,1,1,Gd,5,Typ,1,Y,0,0,0,0,0,0,0,9,2007,WD ,330000
1284,902100020,20,RM,9836,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Gd,N,SBrkr,1133,0,0,1133,1,0,3,1,TA,7,Typ,0,Y,0,175,0,0,0,0,0,12,2008,WD ,143000
1765,528340030,60,RL,10557,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1671,1407,0,3078,2,1,4,1,Gd,9,Typ,1,Y,108,87,0,0,0,0,0,7,2007,WD ,410000
1811,531380110,60,RL,8462,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,Gd,Gd,PConc,GasA,Ex,Y,SBrkr,936,785,0,1721,2,1,3,1,Gd,7,Typ,0,Y,300,87,0,0,0,0,0,7,2007,WD ,201000
2603,535380130,50,RL,10818,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,GasA,TA,Y,FuseA,981,779,0,1760,1,1,4,1,TA,7,Typ,1,Y,120,0,96,0,0,0,0,2,2006,COD,80000
2220,909282020,70,RL,7259,Pave,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1436,884,0,2320,2,1,3,1,Gd,9,Typ,1,Y,224,0,0,0,0,0,0,7,2007,WD ,259500
2273,916477060,60,RL,11800,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1146,1340,0,2486,3,1,5,1,Gd,10,Typ,1,Y,143,32,0,0,0,0,0,7,2007,WD ,279900
163,535453070,20,RL,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,GasA,Ex,Y,SBrkr,1246,0,0,1246,1,1,3,1,Gd,6,Typ,0,Y,218,0,0,0,0,0,0,5,2010,WD ,154000
2116,906426060,50,RL,159000,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,Gd,TA,CBlock,GasA,Gd,Y,SBrkr,1444,700,0,2144,2,0,4,1,Gd,7,Typ,2,Y,0,98,0,0,0,0,500,6,2007,WD ,277000
